file	ported	total_tests	passing	failing	status	real_pass	real_total	expect_failure
t9151-svn-mergeinfo	yes	0	0	0	ok	0	0	0
t9152-svn-empty-dirs-after-gc	yes	0	0	0	ok	0	0	0
t9153-git-svn-rewrite-uuid	yes	0	0	0	ok	0	0	0
t9154-git-svn-fancy-glob	yes	0	0	0	ok	0	0	0
t9155-git-svn-fetch-deleted-tag	yes	0	0	0	ok	0	0	0
t9156-git-svn-fetch-deleted-tag-2	yes	0	0	0	ok	0	0	0
t9157-git-svn-fetch-merge	yes	0	0	0	ok	0	0	0
t9158-git-svn-mergeinfo	yes	0	0	0	ok	0	0	0
t9159-git-svn-no-parent-mergeinfo	yes	0	0	0	ok	0	0	0
t9160-git-svn-preserve-empty-dirs	yes	0	0	0	ok	0	0	0
t9161-git-svn-mergeinfo-push	yes	0	0	0	ok	0	0	0
t9162-git-svn-dcommit-interactive	yes	0	0	0	ok	0	0	0
t9163-git-svn-reset-clears-caches	yes	0	0	0	ok	0	0	0
t9164-git-svn-dcommit-concurrent	yes	0	0	0	ok	0	0	0
t9165-git-svn-fetch-merge-branch-of-branch	yes	0	0	0	ok	0	0	0
t9166-git-svn-fetch-merge-branch-of-branch2	yes	0	0	0	ok	0	0	0
t9167-git-svn-cmd-branch-subproject	yes	0	0	0	ok	0	0	0
t9168-git-svn-partially-globbed-names	yes	0	0	0	ok	0	0	0
t9169-git-svn-dcommit-crlf	yes	0	0	0	ok	0	0	0
t9200-git-cvsexportcommit	yes	0	0	0	ok	0	0	0
t9210-scalar	yes	19	19	0	ok	19	19	0
t9211-scalar-clone	yes	0	0	0	ok	0	0	0
t9300-fast-import	yes	0	0	0	timeout	0	0	0
t9301-fast-import-notes	yes	17	8	9	ok	8	17	0
t9302-fast-import-unpack-limit	yes	3	3	0	ok	3	3	0
t9303-fast-import-compression	yes	16	16	0	ok	16	16	0
t9304-fast-import-marks	yes	8	7	1	ok	7	8	0
t9305-fast-import-signatures	yes	21	21	0	ok	1	1	20
t9306-fast-import-signed-tags	yes	11	11	0	ok	10	10	1
t9350-fast-export	yes	79	79	0	ok	54	54	25
t9351-fast-export-anonymize	yes	17	15	2	ok	15	17	0
t9400-git-cvsserver-server	yes	0	0	0	ok	0	0	0
t9401-git-cvsserver-crlf	yes	0	0	0	ok	0	0	0
t9402-git-cvsserver-refs	yes	0	0	0	ok	0	0	0
t9500-gitweb-standalone-no-errors	yes	0	0	0	ok	0	0	0
t9501-gitweb-standalone-http-status	yes	0	0	0	ok	0	0	0
t9502-gitweb-standalone-parse-output	yes	0	0	0	ok	0	0	0
t9600-cvsimport	yes	0	0	0	ok	0	0	0
t9601-cvsimport-vendor-branch	yes	0	0	0	ok	0	0	0
t9602-cvsimport-branches-tags	yes	0	0	0	ok	0	0	0
t9604-cvsimport-timestamps	yes	0	0	0	ok	0	0	0
t9700-perl-git	yes	0	0	0	ok	0	0	0
t9800-git-p4-basic	yes	0	0	0	ok	0	0	0
t9801-git-p4-branch	yes	0	0	0	ok	0	0	0
t9802-git-p4-filetype	yes	0	0	0	ok	0	0	0
t9803-git-p4-shell-metachars	yes	0	0	0	ok	0	0	0
t9804-git-p4-label	yes	0	0	0	ok	0	0	0
t9805-git-p4-skip-submit-edit	yes	0	0	0	ok	0	0	0
t9806-git-p4-options	yes	0	0	0	ok	0	0	0
t9807-git-p4-submit	yes	0	0	0	ok	0	0	0
t9808-git-p4-chdir	yes	0	0	0	ok	0	0	0
t9809-git-p4-client-view	yes	0	0	0	ok	0	0	0
t9810-git-p4-rcs	yes	0	0	0	ok	0	0	0
t9811-git-p4-label-import	yes	0	0	0	ok	0	0	0
t9812-git-p4-wildcards	yes	0	0	0	ok	0	0	0
t9813-git-p4-preserve-users	yes	0	0	0	ok	0	0	0
t9814-git-p4-rename	yes	0	0	0	ok	0	0	0
t9815-git-p4-submit-fail	yes	0	0	0	ok	0	0	0
t9816-git-p4-locked	yes	0	0	0	ok	0	0	0
t9817-git-p4-exclude	yes	0	0	0	ok	0	0	0
t9818-git-p4-block	yes	0	0	0	ok	0	0	0
t9819-git-p4-case-folding	yes	0	0	0	ok	0	0	0
t9820-git-p4-editor-handling	yes	0	0	0	ok	0	0	0
t9821-git-p4-path-variations	yes	0	0	0	ok	0	0	0
t9822-git-p4-path-encoding	yes	0	0	0	ok	0	0	0
t9823-git-p4-mock-lfs	yes	0	0	0	ok	0	0	0
t9824-git-p4-git-lfs	yes	0	0	0	ok	0	0	0
t9825-git-p4-handle-utf16-without-bom	yes	0	0	0	ok	0	0	0
t9826-git-p4-keep-empty-commits	yes	0	0	0	ok	0	0	0
t9827-git-p4-change-filetype	yes	0	0	0	ok	0	0	0
t9828-git-p4-map-user	yes	0	0	0	ok	0	0	0
t9829-git-p4-jobs	yes	0	0	0	ok	0	0	0
t9830-git-p4-symlink-dir	yes	0	0	0	ok	0	0	0
t9831-git-p4-triggers	yes	0	0	0	ok	0	0	0
t9832-unshelve	yes	0	0	0	ok	0	0	0
t9833-errors	yes	0	0	0	ok	0	0	0
t9834-git-p4-file-dir-bug	yes	0	0	0	ok	0	0	0
t9835-git-p4-metadata-encoding-python2	yes	0	0	0	ok	0	0	0
t9836-git-p4-metadata-encoding-python3	yes	0	0	0	ok	0	0	0
t9850-shell	yes	0	0	0	ok	0	0	0
t9902-completion	yes	263	256	7	ok	256	263	0
t9903-bash-prompt	yes	67	66	1	ok	66	67	0
